epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,117.708,1.46296,1.96571,1.83049,0.72989,0.18622,0.22035,0.09603,1.71594,2.81098,2.50163,0.000915337,0.000915337,0.000915337
15,124.401,1.38478,1.89766,1.87566,0.00321,0.89062,0.10441,0.03296,2.63668,3.2636,3.36567,0.000981648,0.000981648,0.000981648
16,131.511,1.38731,1.77034,1.86694,0.63054,0.1875,0.14877,0.03791,2.35012,3.13854,3.32887,0.0010479,0.0010479,0.0010479
17,139.586,1.46831,1.7845,1.8524,0.7262,0.06474,0.15297,0.05745,2.24322,3.09849,3.54298,0.0011141,0.0011141,0.0011141
18,146.023,1.48102,1.78474,1.89248,0.68535,0.20312,0.16107,0.04584,2.57427,3.12772,4.14222,0.00118023,0.00118023,0.00118023
19,153.054,1.42561,1.83221,1.85704,0.57766,0.23438,0.08544,0.02157,2.17816,3.26907,3.49853,0.0012463,0.0012463,0.0012463
20,160.042,1.41744,1.80342,1.85453,0.63938,0.14062,0.12101,0.03805,2.31561,3.46949,3.61947,0.00131229,0.00131229,0.00131229
21,167.07,1.3946,1.64706,1.78824,0.69923,0.21875,0.20789,0.06591,2.08755,3.08515,3.13964,0.00137821,0.00137821,0.00137821
22,173.292,1.46977,1.65316,1.89382,0.83157,0.26562,0.30776,0.12465,1.99252,2.39021,3.24825,0.00144405,0.00144405,0.00144405
23,179.638,1.40955,1.62172,1.83137,0.56738,0.06578,0.05355,0.01083,3.1827,3.45139,3.91762,0.00150981,0.00150981,0.00150981
24,186.468,1.47928,1.70335,1.93193,0.52993,0.07812,0.01102,0.00229,3.27779,3.8987,4.55884,0.00157548,0.00157548,0.00157548
25,193.597,1.40507,1.62765,1.78984,0.5035,0.04688,0.00238,0.00041,3.95237,16.3569,5.45475,0.00164106,0.00164106,0.00164106
26,200.02,1.51474,1.71809,1.89267,0.52053,0.0625,0.005,0.00072,4.13247,5.99519,5.82171,0.00165684,0.00165684,0.00165684
27,207.166,1.45694,1.68715,1.84542,0.00085,0.625,0.00295,0.00054,4.14151,3.19812,5.07997,0.00165601,0.00165601,0.00165601
28,213.785,1.49685,1.6959,1.90277,0.67344,0.01562,0.03662,0.01811,4.0317,3.37327,5.22183,0.00165515,0.00165515,0.00165515
29,220.348,1.44866,1.56307,1.86378,0.51829,0.04688,0.02944,0.00868,3.63509,3.51666,4.64464,0.00165426,0.00165426,0.00165426
30,227.959,1.4872,1.55145,1.89761,0.00048,0.5625,0.00042,9e-05,4.46622,3.54308,5.3305,0.00165334,0.00165334,0.00165334
31,235.036,1.43216,1.65513,1.86034,0.00099,0.20312,0.00215,0.00044,3.53497,3.66203,5.19028,0.00165238,0.00165238,0.00165238
32,242.564,1.48533,1.609,1.86879,0.50198,0.17188,0.00153,0.00035,3.31248,18.0782,4.26252,0.0016514,0.0016514,0.0016514
33,249.657,1.38123,1.56162,1.83833,0.50427,0.07812,0.0042,0.00126,3.33748,9.95748,4.45081,0.00165038,0.00165038,0.00165038
34,256.021,1.51291,1.58702,1.90251,0.50098,0.01562,0.00038,8e-05,4.13947,36.8979,5.21215,0.00164933,0.00164933,0.00164933
35,262.352,1.46195,1.56299,1.91146,0.54831,0.09375,0.02232,0.00519,2.99147,4.29353,3.90456,0.00164824,0.00164824,0.00164824
36,268.661,1.51539,1.60441,1.93639,0.53001,0.09375,0.01343,0.00269,2.8739,3.93964,4.67847,0.00164713,0.00164713,0.00164713
37,274.327,1.53371,1.58738,1.9309,0.53948,0.17188,0.0197,0.00551,2.89202,4.76593,4.76092,0.00164598,0.00164598,0.00164598
38,281.347,1.43641,1.43008,1.87858,0.51662,0.15625,0.01523,0.00599,1.98687,6.23224,3.12582,0.0016448,0.0016448,0.0016448
39,288.084,1.47512,1.523,1.90738,0.62632,0.09375,0.07553,0.02259,2.46233,3.71321,3.60099,0.00164359,0.00164359,0.00164359
40,294.938,1.42758,1.49198,1.80665,0.59572,0.29688,0.10208,0.02742,2.2023,4.36668,3.25771,0.00164235,0.00164235,0.00164235
41,301.158,1.4114,1.48036,1.84512,0.60761,0.17188,0.07116,0.02078,2.3096,3.67618,3.16226,0.00164108,0.00164108,0.00164108
42,307.601,1.41516,1.40979,1.84968,0.6419,0.20312,0.13647,0.04276,2.3717,3.23554,3.50146,0.00163977,0.00163977,0.00163977
43,314.348,1.40513,1.43081,1.82732,0.68275,0.15625,0.1965,0.05622,2.6078,3.40482,3.55777,0.00163843,0.00163843,0.00163843
44,320.469,1.45632,1.41827,1.90825,0.61594,0.04688,0.02771,0.01077,3.44287,3.21249,4.23973,0.00163707,0.00163707,0.00163707
45,327.144,1.33472,1.2551,1.75539,0.54959,0.0625,0.01222,0.00592,3.56748,6.15726,4.07991,0.00163567,0.00163567,0.00163567
46,333.612,1.39928,1.38148,1.84318,0.72464,0.28125,0.21869,0.09249,2.01203,3.3946,3.26951,0.00163424,0.00163424,0.00163424
47,340.266,1.38497,1.26829,1.83494,0.74415,0.26562,0.22707,0.09498,1.98719,2.88675,3.1822,0.00163277,0.00163277,0.00163277
48,347.31,1.46551,1.36116,1.94767,0.69217,0.28125,0.20121,0.05816,2.51482,2.75773,3.59594,0.00163128,0.00163128,0.00163128
49,353.708,1.38789,1.35671,1.84435,0.83135,0.3125,0.28534,0.1036,2.29194,2.20722,3.17908,0.00162976,0.00162976,0.00162976
50,360.042,1.35392,1.32946,1.8185,0.77434,0.34375,0.29223,0.08184,2.25088,2.58463,3.55291,0.0016282,0.0016282,0.0016282
51,366.53,1.41805,1.38516,1.87237,0.80549,0.28125,0.30815,0.17129,1.77917,2.22833,2.91601,0.00162661,0.00162661,0.00162661
52,372.894,1.27684,1.21984,1.78778,0.80884,0.32817,0.34098,0.14417,1.95946,2.00249,3.1667,0.001625,0.001625,0.001625
53,380.07,1.37637,1.33688,1.79216,0.73638,0.25,0.20411,0.06151,2.68987,2.54051,4.04178,0.00162335,0.00162335,0.00162335
54,386.1,1.39526,1.34593,1.79756,0.69532,0.26562,0.15264,0.03071,3.05403,2.49519,4.56909,0.00162167,0.00162167,0.00162167
55,392.432,1.35834,1.32208,1.7662,0.91728,0.29688,0.38075,0.17497,2.03203,1.79062,3.24811,0.00161996,0.00161996,0.00161996
56,399.184,1.35822,1.27811,1.77342,0.93326,0.32812,0.51708,0.25626,1.7504,1.67526,2.80261,0.00161822,0.00161822,0.00161822
57,406.235,1.32569,1.30557,1.75088,0.79709,0.3125,0.35348,0.1749,1.68037,1.77927,2.57412,0.00161645,0.00161645,0.00161645
58,412.314,1.34408,1.25071,1.73998,0.86398,0.28125,0.3353,0.17558,1.73295,1.64952,2.62899,0.00161464,0.00161464,0.00161464
59,418.079,1.37809,1.25294,1.82549,0.77499,0.2674,0.30373,0.14959,1.84697,2.26659,2.80758,0.00161281,0.00161281,0.00161281
60,423.984,1.37558,1.33036,1.76246,0.8313,0.34375,0.29572,0.10593,2.20261,2.60724,3.19237,0.00161095,0.00161095,0.00161095
61,430.799,1.30059,1.13916,1.71798,0.81077,0.35925,0.32223,0.1171,2.13086,2.44528,3.18962,0.00160905,0.00160905,0.00160905
62,436.95,1.35867,1.2451,1.78704,0.8015,0.375,0.35012,0.1432,1.95401,2.1794,2.94798,0.00160713,0.00160713,0.00160713
63,443.091,1.32272,1.19658,1.7429,0.91296,0.375,0.39675,0.16048,1.88109,2.17692,2.75948,0.00160518,0.00160518,0.00160518
64,449.807,1.31971,1.20006,1.71046,0.89556,0.375,0.3891,0.13704,1.96102,2.07317,2.91439,0.00160319,0.00160319,0.00160319
65,455.832,1.39113,1.24248,1.80906,0.93608,0.31998,0.38396,0.16752,1.85706,1.80199,2.93119,0.00160118,0.00160118,0.00160118
66,461.885,1.32482,1.22347,1.79077,0.86515,0.375,0.42928,0.21253,1.79516,1.61912,2.97215,0.00159913,0.00159913,0.00159913
67,468.161,1.31306,1.22057,1.78815,0.93195,0.39062,0.44622,0.21792,1.77521,1.61843,2.94179,0.00159706,0.00159706,0.00159706
68,474.018,1.32234,1.1508,1.73691,0.95945,0.35938,0.4173,0.18138,1.91676,1.70968,2.96994,0.00159496,0.00159496,0.00159496
69,480.148,1.31138,1.16585,1.74235,0.91225,0.29374,0.40554,0.18924,1.88012,1.86607,2.72106,0.00159282,0.00159282,0.00159282
70,486.237,1.32416,1.17779,1.7558,0.8856,0.3125,0.39625,0.21051,1.7029,1.532,2.55589,0.00159066,0.00159066,0.00159066
71,492.012,1.19176,1.02036,1.65984,0.89812,0.30546,0.394,0.20312,1.66137,1.65717,2.60444,0.00158847,0.00158847,0.00158847
72,497.501,1.32549,1.14239,1.81325,0.88857,0.3125,0.38025,0.19721,1.69349,1.60133,2.66267,0.00158624,0.00158624,0.00158624
73,503.383,1.31681,1.25058,1.72076,0.73657,0.29688,0.25638,0.11472,1.98567,1.94586,3.2186,0.00158399,0.00158399,0.00158399
74,509.264,1.28577,1.14885,1.72424,0.82361,0.39062,0.37619,0.19282,1.73694,1.95237,2.75746,0.00158171,0.00158171,0.00158171
75,515.745,1.23558,1.01848,1.70098,0.86195,0.32774,0.38104,0.22004,1.59445,1.82592,2.51578,0.0015794,0.0015794,0.0015794
76,521.551,1.24694,1.08612,1.66353,0.93857,0.33483,0.39986,0.2137,1.73576,1.58375,2.73363,0.00157706,0.00157706,0.00157706
77,527.074,1.25721,1.15358,1.71195,0.91412,0.37676,0.41961,0.2428,1.67147,1.29479,2.64179,0.00157469,0.00157469,0.00157469
78,533.151,1.20314,1.05704,1.64305,0.89286,0.40625,0.44329,0.25367,1.72571,1.20284,2.60566,0.0015723,0.0015723,0.0015723
79,538.703,1.22511,1.07985,1.67617,0.93763,0.40625,0.4306,0.21446,1.9046,1.51077,2.92795,0.00156987,0.00156987,0.00156987
80,544.528,1.2116,1.06212,1.68556,0.85714,0.40625,0.40567,0.20775,1.78661,1.88358,2.7784,0.00156742,0.00156742,0.00156742
81,550.508,1.1839,1.06506,1.60495,0.82018,0.40625,0.3848,0.21645,1.60629,1.71866,2.41627,0.00156493,0.00156493,0.00156493
82,556.044,1.20986,1.10611,1.62644,0.91638,0.42188,0.44356,0.26273,1.37161,1.15168,2.21265,0.00156242,0.00156242,0.00156242
83,562.805,1.23031,1.03531,1.64292,0.90001,0.40625,0.42621,0.2671,1.4086,1.10482,2.29605,0.00155988,0.00155988,0.00155988
84,568.337,1.22977,1.02969,1.67952,0.97874,0.42188,0.45421,0.28983,1.41417,0.93221,2.3194,0.00155731,0.00155731,0.00155731
85,574.282,1.30005,1.08022,1.67658,0.97321,0.39062,0.454,0.29829,1.44454,1.03818,2.30421,0.00155471,0.00155471,0.00155471
86,580.064,1.26709,1.01372,1.73129,0.89646,0.34375,0.4226,0.20391,1.8876,1.43975,2.88499,0.00155209,0.00155209,0.00155209
87,586.22,1.311,1.09153,1.70712,0.96026,0.26562,0.4174,0.18157,2.10082,1.3316,2.84899,0.00154944,0.00154944,0.00154944
88,593.799,1.19529,1.01831,1.62833,0.78758,0.25,0.25934,0.12055,2.31252,1.8194,3.02311,0.00154675,0.00154675,0.00154675
89,599.623,1.24398,1.10216,1.68013,0.92057,0.331,0.40843,0.23236,1.67089,1.28229,2.41902,0.00154405,0.00154405,0.00154405
90,605.592,1.2078,1.00376,1.63277,0.86244,0.39062,0.37626,0.22395,1.5527,1.23698,2.30082,0.00154131,0.00154131,0.00154131
91,611.234,1.20659,1.02483,1.64428,0.94477,0.34375,0.47426,0.24365,1.62076,1.13869,2.4135,0.00153854,0.00153854,0.00153854
92,617.092,1.27231,1.05834,1.69825,0.89944,0.375,0.44783,0.23227,1.66954,1.24517,2.4423,0.00153575,0.00153575,0.00153575
93,622.877,1.17313,0.99267,1.63018,0.97561,0.375,0.43777,0.27144,1.51715,1.26535,2.25333,0.00153293,0.00153293,0.00153293
94,628.896,1.13492,0.90878,1.60551,0.93337,0.42188,0.44588,0.25679,1.57801,1.24528,2.40853,0.00153009,0.00153009,0.00153009
95,635.604,1.24567,0.99032,1.68934,0.94715,0.4375,0.5088,0.28864,1.52893,1.27207,2.38695,0.00152721,0.00152721,0.00152721
96,641.571,1.25653,1.03926,1.68607,0.9781,0.28125,0.49518,0.26582,1.57308,2.06749,2.18474,0.00152431,0.00152431,0.00152431
97,647.575,1.25083,1.02651,1.68801,0.90896,0.26562,0.37767,0.18225,1.90928,2.10025,2.54542,0.00152139,0.00152139,0.00152139
98,653.661,1.18153,0.9395,1.60878,0.85933,0.375,0.52535,0.26927,1.86097,1.50085,2.57612,0.00151843,0.00151843,0.00151843
99,659.845,1.23762,0.96249,1.65052,0.84703,0.38995,0.62391,0.31998,1.66858,1.35217,2.48393,0.00151545,0.00151545,0.00151545
100,665.939,1.19501,0.96915,1.67736,0.93422,0.42188,0.48205,0.28541,1.55268,1.09622,2.33143,0.00151244,0.00151244,0.00151244
101,671.771,1.19035,0.97813,1.6322,0.97538,0.39062,0.43695,0.26869,1.45677,1.36926,2.23816,0.00150941,0.00150941,0.00150941
102,677.396,1.3177,1.08523,1.7412,0.97889,0.42188,0.4815,0.29532,1.40285,1.22272,2.19934,0.00150635,0.00150635,0.00150635
103,683.359,1.1859,1.00005,1.6176,0.92982,0.40625,0.4656,0.29623,1.52412,1.16947,2.40433,0.00150326,0.00150326,0.00150326
104,690.1,1.1344,0.9429,1.56358,0.93504,0.39062,0.42193,0.25701,1.60753,1.33087,2.49805,0.00150015,0.00150015,0.00150015
105,695.926,1.18356,0.96944,1.63606,0.93852,0.35938,0.41781,0.22851,1.67136,1.24542,2.48959,0.00149701,0.00149701,0.00149701
106,701.655,1.17851,0.95423,1.59863,0.94375,0.36995,0.43845,0.24224,1.66576,1.25527,2.53741,0.00149384,0.00149384,0.00149384
107,707.267,1.25068,1.02801,1.67172,0.97641,0.375,0.48529,0.28739,1.52921,1.10155,2.34314,0.00149065,0.00149065,0.00149065
108,713.343,1.14492,0.98758,1.58535,0.88494,0.42188,0.45472,0.26586,1.64345,1.16939,2.50266,0.00148744,0.00148744,0.00148744
109,719.17,1.18963,1.06596,1.67648,0.97801,0.40625,0.93825,0.43759,1.43596,0.97774,2.26301,0.00148419,0.00148419,0.00148419
110,725.114,1.1626,0.96114,1.64757,0.97784,0.39062,0.43593,0.29926,1.30157,0.88299,2.07018,0.00148093,0.00148093,0.00148093
111,731.094,1.26564,1.0127,1.67622,0.95002,0.42209,0.46116,0.29803,1.27175,0.96858,1.99588,0.00147764,0.00147764,0.00147764
112,736.874,1.22116,1.04973,1.64912,0.95126,0.4341,0.46974,0.25772,1.55262,0.9942,2.18816,0.00147432,0.00147432,0.00147432
113,742.631,1.19536,0.99753,1.64551,0.94081,0.4655,0.45438,0.24435,1.62855,1.03289,2.37914,0.00147098,0.00147098,0.00147098
114,748.431,1.17102,0.94017,1.63112,0.97982,0.37162,0.43011,0.25027,1.50629,1.12613,2.14457,0.00146761,0.00146761,0.00146761
115,754.478,1.21145,0.92019,1.65618,0.9605,0.36441,0.4512,0.25465,1.5378,1.00976,2.22011,0.00146422,0.00146422,0.00146422
116,760.282,1.26404,1.00002,1.70622,1,0.43518,0.48383,0.31617,1.27597,0.75884,1.98036,0.0014608,0.0014608,0.0014608
117,766.065,1.16464,0.94263,1.61913,0.96621,0.43124,0.48307,0.31823,1.25727,0.85447,1.98728,0.00145736,0.00145736,0.00145736
118,772.762,1.12629,0.87858,1.56589,0.88201,0.39062,0.43789,0.27383,1.40037,1.03978,2.16605,0.00145389,0.00145389,0.00145389
119,779.843,1.21353,0.97157,1.69511,0.97336,0.39062,0.48505,0.29113,1.43265,0.87261,2.25149,0.00145041,0.00145041,0.00145041
120,785.426,1.2386,1.07061,1.67828,0.57609,0.84757,0.70249,0.33266,1.5795,0.89545,2.40918,0.00144689,0.00144689,0.00144689
121,791.254,1.17431,0.89077,1.6776,0.97862,0.40625,0.469,0.26533,1.54964,0.92571,2.39726,0.00144335,0.00144335,0.00144335
122,797.504,1.23884,1.02023,1.68565,0.93832,0.375,0.41234,0.24819,1.52117,1.10298,2.33592,0.00143979,0.00143979,0.00143979
123,804.163,1.15249,0.93325,1.58333,0.8269,0.32467,0.34661,0.18963,1.5494,1.78289,2.34243,0.00143621,0.00143621,0.00143621
124,810.053,1.16545,0.89932,1.59784,0.79281,0.34375,0.32259,0.16685,1.5521,2.0366,2.2581,0.0014326,0.0014326,0.0014326
125,816.162,1.22025,0.94225,1.62323,0.84944,0.4375,0.40532,0.23858,1.39766,1.36611,2.0623,0.00142897,0.00142897,0.00142897
126,822.014,1.20772,0.97399,1.58254,0.91785,0.4375,0.52187,0.30385,1.38431,1.02892,2.12338,0.00142531,0.00142531,0.00142531
127,827.99,1.19988,0.93715,1.64463,0.94248,0.4375,0.48123,0.30261,1.40558,1.10709,2.16225,0.00142164,0.00142164,0.00142164
128,834.293,1.14459,0.91429,1.5654,0.96345,0.39634,0.49596,0.32399,1.3564,1.03096,2.12064,0.00141794,0.00141794,0.00141794
129,840.395,1.2271,0.96256,1.67293,0.9509,0.40625,0.47475,0.28524,1.48119,1.00707,2.28987,0.00141421,0.00141421,0.00141421
130,846.79,1.23577,1.00611,1.67551,0.94315,0.36557,0.46037,0.25962,1.49063,1.1378,2.31577,0.00141047,0.00141047,0.00141047
131,852.728,1.17178,0.88921,1.61105,0.88416,0.4375,0.49825,0.28158,1.48767,1.13183,2.34581,0.0014067,0.0014067,0.0014067
132,858.645,1.16903,0.965,1.62759,0.98045,0.42188,0.47,0.2838,1.42431,0.99595,2.31586,0.00140291,0.00140291,0.00140291
133,864.782,1.16539,1.01855,1.62804,0.98073,0.38979,0.43636,0.27354,1.44412,1.00741,2.28269,0.0013991,0.0013991,0.0013991
134,870.469,1.13819,0.89098,1.58177,0.9674,0.44812,0.4596,0.28564,1.46072,0.93266,2.29463,0.00139526,0.00139526,0.00139526
135,877.146,1.08655,0.86669,1.55454,0.95956,0.45312,0.46812,0.29328,1.5213,1.02135,2.34592,0.0013914,0.0013914,0.0013914
136,883.07,1.09665,0.87271,1.5365,0.95134,0.45312,0.45541,0.27462,1.52855,0.97181,2.41957,0.00138753,0.00138753,0.00138753
137,889.164,1.1877,0.92944,1.62104,0.90535,0.48438,0.47757,0.27458,1.5392,0.95052,2.51225,0.00138363,0.00138363,0.00138363
138,895.445,1.15004,0.91313,1.63822,0.91613,0.46523,0.4641,0.29074,1.46246,0.92072,2.38734,0.00137971,0.00137971,0.00137971
139,902.567,1.1061,0.85535,1.55368,0.91361,0.45312,0.47366,0.28656,1.44088,0.97216,2.32082,0.00137576,0.00137576,0.00137576
140,910.287,1.09506,0.90725,1.53142,0.95993,0.40625,0.44899,0.27707,1.40425,0.95202,2.33427,0.0013718,0.0013718,0.0013718
141,917.529,1.20408,0.96423,1.67661,0.97776,0.39062,0.44866,0.2739,1.42613,0.83808,2.39069,0.00136781,0.00136781,0.00136781
142,924.376,1.09716,0.81695,1.53107,0.95484,0.40625,0.45551,0.25954,1.47076,0.82713,2.34404,0.00136381,0.00136381,0.00136381
143,931.07,1.14885,0.89273,1.60922,0.97882,0.42188,0.52336,0.325,1.28015,0.72345,2.05477,0.00135978,0.00135978,0.00135978
144,938.691,1.08815,0.83648,1.53431,0.96235,0.4375,0.52234,0.33435,1.24599,0.77962,1.97146,0.00135574,0.00135574,0.00135574
145,947.091,1.16069,0.91076,1.59087,0.95874,0.42188,0.59272,0.38534,1.25381,0.82759,2.00751,0.00135167,0.00135167,0.00135167
146,954.432,1.08999,0.84165,1.56678,0.93471,0.4375,0.47886,0.31433,1.28834,0.88348,2.07628,0.00134758,0.00134758,0.00134758
147,961.954,1.18088,0.91533,1.62743,0.93599,0.42188,0.46079,0.29447,1.25824,1.07026,2.03273,0.00134348,0.00134348,0.00134348
148,968.351,1.11938,0.85659,1.57158,0.85024,0.40625,0.42581,0.22771,1.51115,1.28309,2.22649,0.00133935,0.00133935,0.00133935
149,976.508,1.08714,0.8656,1.53929,0.87609,0.42693,0.44125,0.24474,1.49644,1.17341,2.21387,0.00133521,0.00133521,0.00133521
150,982.311,1.09378,0.85934,1.53135,0.87488,0.4375,0.45001,0.28446,1.35768,1.1511,2.13349,0.00133104,0.00133104,0.00133104
151,988.497,1.09868,0.8374,1.5431,0.85931,0.35938,0.35752,0.22625,1.52732,1.3132,2.31005,0.00132685,0.00132685,0.00132685
152,994.253,1.09702,0.85422,1.59224,0.9215,0.35938,0.41394,0.2487,1.50782,1.30373,2.25932,0.00132265,0.00132265,0.00132265
153,1000.35,1.19373,0.92838,1.61855,0.94578,0.4375,0.45436,0.3046,1.26136,1.03979,2.04225,0.00131843,0.00131843,0.00131843
154,1006.06,1.08443,0.8402,1.56184,0.94893,0.4375,0.43761,0.27927,1.3123,0.96925,2.12082,0.00131419,0.00131419,0.00131419
155,1011.91,1.13692,0.92701,1.5649,0.96273,0.4375,0.45666,0.28657,1.34842,0.99339,2.1566,0.00130993,0.00130993,0.00130993
156,1017.97,1.04894,0.81101,1.49431,0.98108,0.39738,0.44931,0.3044,1.27395,0.9599,2.12698,0.00130565,0.00130565,0.00130565
157,1023.7,1.04117,0.75291,1.49971,0.95302,0.45201,0.47147,0.30495,1.29165,0.90011,2.16017,0.00130135,0.00130135,0.00130135
158,1029.92,1.02821,0.79339,1.49096,0.99338,0.40625,0.4701,0.30536,1.2874,0.87301,2.10634,0.00129703,0.00129703,0.00129703
159,1035.54,1.09028,0.79126,1.48794,0.97082,0.40625,0.47515,0.3178,1.27327,0.81633,2.04847,0.0012927,0.0012927,0.0012927
160,1041.58,1.07341,0.79844,1.51298,0.94976,0.46875,0.47912,0.29735,1.29743,0.83886,2.12438,0.00128835,0.00128835,0.00128835
161,1048.01,1.08446,0.84784,1.52574,0.96534,0.45312,0.49234,0.31103,1.28905,0.80893,2.12021,0.00128398,0.00128398,0.00128398
162,1054.04,1.0428,0.73096,1.47932,0.99271,0.4375,0.48395,0.30169,1.27008,0.7555,2.10117,0.00127959,0.00127959,0.00127959
163,1059.58,1.06134,0.81823,1.48787,0.9943,0.4375,0.48471,0.30663,1.26958,0.75541,2.09911,0.00127519,0.00127519,0.00127519
164,1065.67,1.04412,0.79115,1.48715,0.99415,0.45312,0.53495,0.32787,1.2618,0.76077,2.09742,0.00127077,0.00127077,0.00127077
165,1071.24,1.02174,0.77763,1.47063,0.38378,0.98641,0.60431,0.37203,1.18895,0.83772,2.02731,0.00126633,0.00126633,0.00126633
166,1077.26,1.00245,0.74617,1.46187,0.39831,0.96875,0.59734,0.36478,1.21995,0.84949,2.01357,0.00126188,0.00126188,0.00126188
167,1083.97,1.05954,0.79265,1.48845,0.9755,0.42188,0.5123,0.33975,1.2503,0.88022,2.04027,0.00125741,0.00125741,0.00125741
168,1089.92,1.10414,0.80831,1.5181,0.36616,0.9375,0.5219,0.30076,1.52242,0.92155,2.43055,0.00125292,0.00125292,0.00125292
169,1096.09,1.14715,0.82606,1.60117,0.40788,0.92127,0.52865,0.32375,1.3814,0.93526,2.24429,0.00124842,0.00124842,0.00124842
170,1101.92,1.02416,0.77038,1.47673,0.46996,0.90625,0.5043,0.31373,1.29915,0.9786,2.11749,0.0012439,0.0012439,0.0012439
171,1107.68,1.08672,0.78202,1.55922,0.49452,0.90625,0.55493,0.33129,1.25563,0.97942,2.10222,0.00123936,0.00123936,0.00123936
172,1113.6,1.09252,0.79886,1.53402,0.47108,0.90625,0.5596,0.33832,1.29524,0.89216,2.16955,0.00123481,0.00123481,0.00123481
173,1119.44,1.12818,0.85693,1.53992,1,0.38657,0.51446,0.32095,1.27635,0.88636,2.08779,0.00123024,0.00123024,0.00123024
174,1125.5,1.01554,0.74262,1.46784,0.97785,0.4375,0.4904,0.3145,1.26696,0.83699,2.09302,0.00122566,0.00122566,0.00122566
175,1131.27,1.06036,0.74393,1.54798,0.94524,0.42188,0.46546,0.30599,1.41804,0.82246,2.30028,0.00122106,0.00122106,0.00122106
176,1137.09,1.12493,0.81776,1.57155,0.9355,0.4375,0.45969,0.31127,1.24202,0.79885,2.01599,0.00121645,0.00121645,0.00121645
177,1142.67,1.09155,0.78425,1.53498,0.9388,0.40625,0.47024,0.3088,1.26193,0.83601,2.02502,0.00121183,0.00121183,0.00121183
178,1148.22,1.12099,0.87656,1.56703,0.92182,0.42154,0.42127,0.28554,1.30294,0.90081,2.10013,0.00120718,0.00120718,0.00120718
179,1154.28,1.04275,0.74326,1.47785,0.91118,0.42188,0.46064,0.29508,1.37245,0.93919,2.21119,0.00120253,0.00120253,0.00120253
180,1160.24,1.01648,0.72027,1.47338,0.93409,0.41172,0.59714,0.3631,1.26315,0.88442,2.09793,0.00119786,0.00119786,0.00119786
181,1165.86,1.00694,0.73563,1.47976,0.97428,0.42188,0.60343,0.37858,1.31959,0.8265,2.08794,0.00119317,0.00119317,0.00119317
182,1171.55,0.99216,0.77079,1.45615,0.94718,0.40625,0.52197,0.33732,1.22497,0.83901,2.04016,0.00118848,0.00118848,0.00118848
183,1177.69,1.10306,0.79723,1.55277,0.95283,0.42188,0.48986,0.3241,1.33309,0.79455,2.16144,0.00118376,0.00118376,0.00118376
184,1183.44,1.03283,0.76907,1.47937,0.97157,0.40625,0.54289,0.3437,1.31802,0.74764,2.11656,0.00117904,0.00117904,0.00117904
185,1189.7,1.02741,0.78612,1.49632,0.55858,0.92156,0.61468,0.37591,1.27654,0.7752,2.06789,0.0011743,0.0011743,0.0011743
