epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,16467.5,1.15508,0.90353,1.59306,0.98072,0.38958,0.52132,0.2901,1.57937,0.94416,2.50515,0.00119786,0.00119786,0.00119786
181,16556.8,1.19065,1.0199,1.65745,0.98269,0.39062,0.56213,0.31156,1.51811,0.89692,2.48137,0.00119317,0.00119317,0.00119317
182,16654.8,1.09108,0.913,1.55991,0.97943,0.40625,0.52747,0.27414,1.65197,0.9633,2.64725,0.00118848,0.00118848,0.00118848
183,16748.7,1.18584,0.94552,1.61221,0.95886,0.40625,0.50474,0.25575,1.78216,1.05445,2.83429,0.00118376,0.00118376,0.00118376
184,16848.8,1.23918,0.93844,1.66989,0.96546,0.42113,0.4788,0.23914,1.76013,1.05231,2.74866,0.00117904,0.00117904,0.00117904
185,16951,1.24498,0.9504,1.63834,0.96427,0.40601,0.47152,0.25969,1.61521,1.06108,2.43472,0.0011743,0.0011743,0.0011743
186,17051.4,1.27653,1.02242,1.7402,0.94949,0.41722,0.48178,0.28535,1.48872,0.97672,2.27811,0.00116955,0.00116955,0.00116955
187,17154.8,1.21205,0.99986,1.6634,0.93639,0.42188,0.69579,0.38505,1.47421,0.88306,2.26567,0.00116478,0.00116478,0.00116478
188,17257.4,1.14651,0.94043,1.60406,0.98882,0.40625,0.56814,0.31585,1.50605,0.95793,2.39727,0.00116001,0.00116001,0.00116001
189,17362.5,1.02772,0.83857,1.51833,0.982,0.41839,0.48571,0.27492,1.55693,1.04323,2.55486,0.00115522,0.00115522,0.00115522
190,17459.6,1.18208,0.92627,1.62974,0.9827,0.43594,0.47116,0.25094,1.63454,1.00025,2.61967,0.00115041,0.00115041,0.00115041
191,17560.3,1.21761,1.03453,1.67333,0.98099,0.3954,0.50445,0.24241,1.83526,0.9713,2.88104,0.0011456,0.0011456,0.0011456
