epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,7015.36,1.09964,0.85742,1.54471,0.48933,0.9375,0.6015,0.30335,1.45914,0.811,2.30913,0.00120718,0.00120718,0.00120718
179,7054.46,1.03611,0.77614,1.46442,0.51128,0.9375,0.59717,0.32752,1.61297,0.88566,2.442,0.00120253,0.00120253,0.00120253
180,7093.68,1.03062,0.76101,1.48993,0.44487,0.40625,0.53109,0.31461,1.65637,0.91315,2.48847,0.00119786,0.00119786,0.00119786
181,7134.26,1.00255,0.75923,1.45894,0.41692,0.87977,0.59622,0.35805,1.68153,0.94159,2.5159,0.00119317,0.00119317,0.00119317
182,7176.21,1.01699,0.7555,1.45522,0.78957,0.9375,0.93314,0.50001,1.76133,1.00006,2.7042,0.00118848,0.00118848,0.00118848
183,7213.49,1.10042,0.80869,1.53546,0.7994,0.9375,0.94025,0.44925,1.8008,1.02078,2.68298,0.00118376,0.00118376,0.00118376
184,7249.64,1.0064,0.71853,1.4584,0.77419,0.9375,0.94039,0.4495,1.73086,1.03501,2.53307,0.00117904,0.00117904,0.00117904
185,7287.84,1.07091,0.82222,1.51069,0.69469,0.9375,0.93108,0.40234,1.58951,0.95862,2.34037,0.0011743,0.0011743,0.0011743
186,7325.45,1.09985,0.77903,1.50561,0.61335,0.9375,0.92478,0.42266,1.4701,1.05833,2.15444,0.00116955,0.00116955,0.00116955
187,7361.72,0.98465,0.74445,1.50801,0.56332,0.92188,0.67411,0.31604,1.47331,0.99779,2.25799,0.00116478,0.00116478,0.00116478
188,7399.66,1.10507,0.79991,1.4938,0.75531,0.9375,0.93435,0.40957,1.49192,0.96185,2.37199,0.00116001,0.00116001,0.00116001
189,7437.21,1.06962,0.82618,1.4965,0.92338,0.9375,0.94384,0.47339,1.42607,0.88667,2.2487,0.00115522,0.00115522,0.00115522
190,7475.84,1.03943,0.74116,1.48172,0.89471,0.9375,0.94553,0.47372,1.45357,0.83833,2.26824,0.00115041,0.00115041,0.00115041
191,7513.53,1.0498,0.78721,1.51687,0.71451,0.9375,0.69262,0.32709,1.56128,0.88624,2.35897,0.0011456,0.0011456,0.0011456
192,7549.44,0.99193,0.70669,1.46035,0.71165,0.9375,0.68943,0.31445,1.47781,0.91461,2.29201,0.00114077,0.00114077,0.00114077
193,7584.42,1.05055,0.79557,1.47696,0.70592,0.9375,0.69287,0.34602,1.40356,0.90052,2.2186,0.00113593,0.00113593,0.00113593
194,7623.47,1.04198,0.74047,1.47129,0.55542,0.9375,0.60958,0.3399,1.39272,0.85298,2.21153,0.00113108,0.00113108,0.00113108
195,7660.43,0.98877,0.71938,1.43613,0.82058,0.9375,0.9339,0.467,1.50395,0.8427,2.34747,0.00112622,0.00112622,0.00112622
196,7697.74,1.03307,0.80566,1.5199,0.92601,0.90625,0.94472,0.46263,1.52571,0.94759,2.42601,0.00112135,0.00112135,0.00112135
197,7737.4,0.97947,0.69471,1.41107,0.96696,0.88393,0.95211,0.53315,1.44658,0.93055,2.32968,0.00111647,0.00111647,0.00111647
198,7774.87,1.00769,0.75952,1.54757,0.93286,0.84361,0.95253,0.52931,1.5092,0.91822,2.41503,0.00111157,0.00111157,0.00111157
199,7812.39,1.11389,0.83108,1.55055,0.72106,0.89427,0.9546,0.46056,1.63872,1.00065,2.58906,0.00110667,0.00110667,0.00110667
200,7848.64,0.95822,0.67414,1.40895,0.65833,0.89062,0.94848,0.4524,1.60975,0.99156,2.53967,0.00110175,0.00110175,0.00110175
201,7885.29,0.99827,0.74148,1.42435,0.67534,0.89062,0.92014,0.51276,1.47682,1.06036,2.33558,0.00109683,0.00109683,0.00109683
202,7922.38,1.02743,0.76909,1.4776,0.78885,0.8507,0.91485,0.45871,1.50147,0.94623,2.38295,0.00109189,0.00109189,0.00109189
203,7958.26,0.98659,0.69891,1.44391,0.90954,0.8451,0.92383,0.3902,1.64329,1.00384,2.54995,0.00108694,0.00108694,0.00108694
204,7993.22,0.95872,0.68729,1.41356,0.94097,0.882,0.93829,0.44958,1.65013,0.94394,2.56805,0.00108199,0.00108199,0.00108199
205,8030.15,1.04786,0.75489,1.51363,0.9382,0.93487,0.94462,0.46232,1.60269,0.93254,2.43366,0.00107702,0.00107702,0.00107702
206,8066.86,0.93991,0.66438,1.40559,0.9103,0.9375,0.95136,0.42485,1.46736,0.87469,2.23556,0.00107205,0.00107205,0.00107205
207,8103.16,1.03807,0.75947,1.53117,0.67081,0.9375,0.95695,0.37089,1.51451,0.89718,2.32744,0.00106707,0.00106707,0.00106707
208,8139.59,0.97761,0.67551,1.40962,0.79894,0.9375,0.95644,0.33043,1.50196,0.97414,2.28894,0.00106207,0.00106207,0.00106207
209,8175.18,1.06469,0.76623,1.50612,0.66294,0.91633,0.70677,0.31689,1.36759,1.00869,2.16152,0.00105707,0.00105707,0.00105707
210,8211.72,1.04344,0.75698,1.52463,0.98227,0.42516,0.55691,0.30463,1.41222,0.97594,2.25754,0.00105206,0.00105206,0.00105206
211,8247.18,0.96684,0.69787,1.41383,0.46729,0.44653,0.50865,0.27616,1.63794,0.82258,2.52127,0.00104705,0.00104705,0.00104705
212,8282.65,0.99119,0.71018,1.41619,0.48376,0.46548,0.60327,0.28068,1.66157,0.72977,2.55441,0.00104202,0.00104202,0.00104202
213,8318.29,0.98519,0.70977,1.39328,1,0.45248,0.48001,0.29101,1.53244,0.68262,2.31589,0.00103699,0.00103699,0.00103699
214,8354.1,0.94323,0.68357,1.41323,0.95303,0.45312,0.45845,0.29042,1.53395,0.74453,2.33064,0.00103194,0.00103194,0.00103194
215,8389.4,1.01333,0.70355,1.43852,0.36791,0.55172,0.69054,0.30292,1.50779,0.8466,2.29691,0.0010269,0.0010269,0.0010269
216,8428.09,0.92949,0.67615,1.37666,0.37232,0.52382,0.6868,0.35579,1.53344,0.86794,2.34921,0.00102184,0.00102184,0.00102184
217,8463.67,0.96831,0.76424,1.45519,0.98202,0.41887,0.56555,0.28676,1.57625,0.95227,2.42431,0.00101678,0.00101678,0.00101678
218,8501.29,0.99374,0.75482,1.45347,0.97979,0.39062,0.46472,0.25927,1.62778,0.99261,2.50805,0.00101171,0.00101171,0.00101171
219,8538.41,0.99315,0.74507,1.42483,0.98843,0.39062,0.45831,0.25895,1.56998,0.95179,2.45362,0.00100663,0.00100663,0.00100663
220,8573.97,0.95796,0.71613,1.42,0.65878,0.89439,0.69766,0.31357,1.41986,0.90396,2.27138,0.00100155,0.00100155,0.00100155
221,8611.57,0.99669,0.71264,1.42676,0.49736,0.39062,0.45447,0.31269,1.27831,0.95937,2.08757,0.000996456,0.000996456,0.000996456
222,8647.06,0.91526,0.66454,1.38006,0.49124,0.375,0.44402,0.29374,1.34189,1.19265,2.10101,0.00099136,0.00099136,0.00099136
223,8681.21,0.92226,0.63498,1.39048,0.47732,0.35938,0.48905,0.28181,1.37512,1.23037,2.10705,0.000986258,0.000986258,0.000986258
224,8717.87,1.04322,0.72558,1.46727,0.60283,0.89062,0.67938,0.32767,1.40892,1.09873,2.13844,0.00098115,0.00098115,0.00098115
225,8753.66,0.94157,0.65948,1.42382,0.91541,0.90407,0.93284,0.43033,1.42798,0.99425,2.16211,0.000976037,0.000976037,0.000976037
226,8789.73,0.9178,0.66665,1.40907,0.93869,0.92188,0.93269,0.42631,1.47366,0.95013,2.26419,0.000970919,0.000970919,0.000970919
227,8827.25,0.97719,0.70861,1.42198,0.93445,0.89873,0.93972,0.44347,1.36938,0.96373,2.12369,0.000965796,0.000965796,0.000965796
228,8861.27,0.95477,0.6715,1.43757,0.90688,0.88307,0.9414,0.44145,1.38938,1.0213,2.12518,0.000960668,0.000960668,0.000960668
229,8896.9,0.95822,0.70335,1.40437,0.95585,0.92468,0.94443,0.37697,1.59111,0.96351,2.36892,0.000955535,0.000955535,0.000955535
230,8932.77,0.90876,0.6779,1.37859,0.95654,0.91653,0.94102,0.36968,1.60446,0.93829,2.52543,0.000950397,0.000950397,0.000950397
231,8967.88,0.96397,0.63387,1.40848,0.69984,0.92952,0.9423,0.31454,1.6036,0.9815,2.58911,0.000945256,0.000945256,0.000945256
232,9006.83,0.94447,0.72737,1.42927,0.62288,0.92188,0.69388,0.29813,1.71673,0.9874,2.72612,0.00094011,0.00094011,0.00094011
233,9044.57,0.90324,0.64842,1.37786,0.80483,0.92188,0.93927,0.3514,1.75079,0.9894,2.74855,0.00093496,0.00093496,0.00093496
234,9083.08,0.8856,0.60594,1.33765,0.96042,0.90625,0.94845,0.42044,1.59352,0.86126,2.47128,0.000929807,0.000929807,0.000929807
235,9122.32,0.93135,0.69775,1.41797,0.96616,0.90625,0.94736,0.44039,1.37626,0.81443,2.17557,0.00092465,0.00092465,0.00092465
236,9160.54,0.91076,0.62497,1.36648,0.97428,0.90625,0.95164,0.44897,1.35931,0.85656,2.20574,0.00091949,0.00091949,0.00091949
237,9198.79,0.95647,0.6841,1.4208,0.97882,0.91161,0.95703,0.48683,1.45549,0.85659,2.33504,0.000914327,0.000914327,0.000914327
238,9236.28,0.99722,0.68034,1.43429,0.97245,0.90625,0.95653,0.47276,1.50019,0.82776,2.39908,0.000909161,0.000909161,0.000909161
239,9273,0.95441,0.67432,1.39254,0.96104,0.9222,0.9541,0.50359,1.35401,0.80887,2.19945,0.000903992,0.000903992,0.000903992
240,9310.6,0.93921,0.65954,1.40699,0.94557,0.90749,0.95027,0.50171,1.26286,0.81955,2.10527,0.000898821,0.000898821,0.000898821
241,9350.06,0.97519,0.68821,1.39079,0.92344,0.90561,0.95096,0.5046,1.31704,0.81478,2.15323,0.000893648,0.000893648,0.000893648
242,9388.7,0.93151,0.6878,1.38007,0.91259,0.90691,0.94904,0.49548,1.37837,0.81632,2.22627,0.000888472,0.000888472,0.000888472
243,9428.18,0.96598,0.7145,1.3977,0.93705,0.88494,0.94702,0.53395,1.33621,0.90155,2.14161,0.000883295,0.000883295,0.000883295
244,9466.2,0.88926,0.63279,1.36048,0.92275,0.90015,0.94112,0.5336,1.27592,0.93428,2.05997,0.000878116,0.000878116,0.000878116
245,9505.69,0.94467,0.67022,1.38716,0.89167,0.92682,0.94286,0.49042,1.30385,0.9315,2.07437,0.000872936,0.000872936,0.000872936
246,9545.59,0.89337,0.64127,1.35838,0.86458,0.9375,0.94536,0.43546,1.39104,0.94931,2.13866,0.000867754,0.000867754,0.000867754
247,9588.41,0.89406,0.62914,1.34821,0.87331,0.95312,0.94461,0.38383,1.38266,0.92653,2.13826,0.000862571,0.000862571,0.000862571
