epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,388.476,1.08739,0.80824,1.5339,0.89838,0.36767,0.39032,0.25731,1.40691,1.27151,2.14157,0.00123481,0.00123481,0.00123481
173,390.611,1.06703,0.82759,1.50609,0.88028,0.32812,0.37214,0.2532,1.32791,1.30586,2.07576,0.00123024,0.00123024,0.00123024
174,392.867,0.9849,0.76309,1.43617,0.89395,0.375,0.39311,0.22326,1.63339,1.24931,2.45384,0.00122566,0.00122566,0.00122566
175,395.077,1.05995,0.78704,1.54006,0.95911,0.39062,0.47746,0.25424,1.76762,1.12234,2.61804,0.00122106,0.00122106,0.00122106
176,397.169,1.09595,0.82624,1.54029,0.94315,0.39062,0.66759,0.3638,1.44851,1.02695,2.26782,0.00121645,0.00121645,0.00121645
177,399.294,1.07029,0.81076,1.51977,0.91002,0.35938,0.5749,0.28194,1.44476,1.13942,2.22764,0.00121183,0.00121183,0.00121183
178,401.477,1.08663,0.86081,1.55496,0.91081,0.35938,0.43034,0.2571,1.54319,1.23494,2.25349,0.00120718,0.00120718,0.00120718
179,403.647,1.03058,0.79664,1.46252,0.9501,0.375,0.42675,0.26867,1.48517,1.14316,2.25645,0.00120253,0.00120253,0.00120253
180,405.786,1.02215,0.76655,1.47615,0.92241,0.39062,0.51556,0.32002,1.25761,0.96308,2.10997,0.00119786,0.00119786,0.00119786
181,408.005,0.97122,0.72031,1.43823,0.93584,0.375,0.53057,0.30767,1.37305,0.89247,2.22475,0.00119317,0.00119317,0.00119317
182,410.175,0.97987,0.75447,1.41845,0.9908,0.40625,0.48672,0.27841,1.58932,0.87508,2.5366,0.00118848,0.00118848,0.00118848
183,412.286,1.08716,0.81395,1.52249,0.98952,0.40625,0.48372,0.28152,1.57284,0.89362,2.53457,0.00118376,0.00118376,0.00118376
184,414.407,0.97931,0.699,1.44085,1,0.41963,0.48759,0.30423,1.40444,0.9188,2.22782,0.00117904,0.00117904,0.00117904
185,416.747,1.03628,0.7791,1.48823,0.98204,0.41955,0.4991,0.30972,1.3229,0.90413,2.09935,0.0011743,0.0011743,0.0011743
186,418.992,1.06941,0.79858,1.48284,0.9821,0.4208,0.50857,0.31141,1.36566,0.98687,2.08896,0.00116955,0.00116955,0.00116955
187,421.187,0.95342,0.72841,1.48568,0.9788,0.42188,0.47431,0.26778,1.60637,1.06274,2.40715,0.00116478,0.00116478,0.00116478
188,423.366,1.13011,0.82951,1.51281,0.98263,0.4343,0.47914,0.27089,1.60035,1.02818,2.4341,0.00116001,0.00116001,0.00116001
189,425.472,0.99785,0.78229,1.45193,0.97328,0.42188,0.48908,0.28402,1.60598,0.97414,2.39893,0.00115522,0.00115522,0.00115522
190,427.677,1.01211,0.75537,1.45481,1,0.43276,0.48304,0.26741,1.68814,0.86523,2.46874,0.00115041,0.00115041,0.00115041
191,429.922,1.04475,0.79557,1.5181,0.98873,0.42188,0.47462,0.27394,1.71858,0.87429,2.52914,0.0011456,0.0011456,0.0011456
192,432.22,0.99975,0.70107,1.45888,1,0.38173,0.49278,0.28187,1.68799,0.93117,2.50743,0.00114077,0.00114077,0.00114077
193,434.58,1.01367,0.75402,1.45814,0.92272,0.40625,0.59247,0.35954,1.58185,0.87221,2.37749,0.00113593,0.00113593,0.00113593
194,436.768,1.03773,0.75137,1.46802,0.97876,0.39062,0.67832,0.45771,1.6152,0.82499,2.4684,0.00113108,0.00113108,0.00113108
195,439.013,0.93515,0.71789,1.40687,0.96795,0.40625,0.93313,0.55151,1.75333,0.86647,2.72741,0.00112622,0.00112622,0.00112622
196,441.34,0.98174,0.79468,1.47224,0.93504,0.41866,0.69117,0.35977,1.93011,0.9601,3.01124,0.00112135,0.00112135,0.00112135
197,443.538,0.99033,0.68657,1.42505,0.9498,0.42006,0.54981,0.29385,1.90897,0.99307,2.98658,0.00111647,0.00111647,0.00111647
198,445.681,1.03185,0.78003,1.50707,0.96342,0.4375,0.54319,0.27781,1.93793,0.99009,3.00119,0.00111157,0.00111157,0.00111157
199,447.9,1.06344,0.8151,1.50315,0.98133,0.4375,0.53318,0.26976,1.89161,0.95652,2.89108,0.00110667,0.00110667,0.00110667
200,450.089,0.95825,0.67097,1.40577,0.97903,0.4375,0.54157,0.31014,1.60858,0.88291,2.4969,0.00110175,0.00110175,0.00110175
201,452.356,0.98177,0.73224,1.41388,0.78485,0.95312,0.95109,0.45339,1.42929,0.85471,2.25471,0.00109683,0.00109683,0.00109683
202,454.549,0.97744,0.78337,1.44956,0.76578,0.45312,0.94801,0.38298,1.5212,0.89658,2.3399,0.00109189,0.00109189,0.00109189
203,456.699,0.9593,0.70117,1.42425,0.99553,0.42188,0.55069,0.28707,1.71284,0.93313,2.54742,0.00108694,0.00108694,0.00108694
204,458.803,0.97717,0.71576,1.44977,0.99537,0.42188,0.52247,0.2916,1.70855,0.89672,2.55353,0.00108199,0.00108199,0.00108199
205,460.941,1.00033,0.76507,1.46332,0.99169,0.42188,0.48878,0.28278,1.56254,0.90108,2.33373,0.00107702,0.00107702,0.00107702
206,463.083,0.96637,0.67983,1.42276,1,0.43721,0.50053,0.30329,1.39056,0.80366,2.13282,0.00107205,0.00107205,0.00107205
207,465.248,0.98661,0.76834,1.48774,0.99509,0.4375,0.53047,0.2995,1.43181,0.75386,2.1766,0.00106707,0.00106707,0.00106707
208,467.36,0.97816,0.68375,1.42196,0.99398,0.42188,0.55934,0.35439,1.32768,0.79058,2.0272,0.00106207,0.00106207,0.00106207
209,469.527,0.99499,0.76004,1.45407,0.9821,0.4375,0.56289,0.36856,1.18014,0.75713,1.89154,0.00105707,0.00105707,0.00105707
210,471.564,0.99235,0.75869,1.4964,0.96583,0.45312,0.53688,0.34953,1.2712,0.71821,1.98916,0.00105206,0.00105206,0.00105206
211,473.702,0.97106,0.66875,1.41254,0.9527,0.44873,0.54334,0.32631,1.42895,0.7462,2.25854,0.00104705,0.00104705,0.00104705
212,475.826,0.99642,0.6879,1.41172,0.95161,0.43748,0.6025,0.35625,1.44563,0.73251,2.26833,0.00104202,0.00104202,0.00104202
213,477.921,0.97852,0.72274,1.39124,0.92503,0.45312,0.4824,0.30749,1.3592,0.76934,2.13565,0.00103699,0.00103699,0.00103699
214,480.006,0.98393,0.7121,1.42082,0.96542,0.42063,0.45893,0.29007,1.46246,0.84367,2.24234,0.00103194,0.00103194,0.00103194
215,482.136,0.98895,0.71564,1.42029,0.99373,0.40625,0.45617,0.27664,1.59514,0.7987,2.39091,0.0010269,0.0010269,0.0010269
216,484.259,0.97071,0.6942,1.39541,0.9666,0.43662,0.47747,0.27242,1.74516,0.80122,2.57178,0.00102184,0.00102184,0.00102184
217,486.357,0.99341,0.76096,1.46128,0.97828,0.40625,0.44726,0.2775,1.65194,0.81903,2.52798,0.00101678,0.00101678,0.00101678
218,488.472,0.97781,0.76262,1.44967,0.9505,0.4375,0.44671,0.27426,1.62766,0.85408,2.48368,0.00101171,0.00101171,0.00101171
219,490.565,0.9458,0.74683,1.39194,0.98068,0.38878,0.44092,0.25368,1.7355,0.89754,2.64296,0.00100663,0.00100663,0.00100663
220,492.649,0.96204,0.72321,1.40283,0.93329,0.42188,0.43898,0.23876,1.84718,0.88842,2.79891,0.00100155,0.00100155,0.00100155
221,494.72,0.96026,0.7012,1.40527,0.97682,0.40625,0.44279,0.23706,1.80928,0.9117,2.72237,0.000996456,0.000996456,0.000996456
222,496.796,0.91917,0.66942,1.38815,0.95055,0.45312,0.46385,0.26719,1.63962,0.83288,2.5354,0.00099136,0.00099136,0.00099136
223,498.845,0.95414,0.66843,1.41683,0.91501,0.45787,0.46537,0.2868,1.46506,0.78065,2.26938,0.000986258,0.000986258,0.000986258
224,500.968,1.03002,0.75018,1.45614,0.90404,0.46066,0.50394,0.3306,1.25161,0.77331,2.03373,0.00098115,0.00098115,0.00098115
225,503.062,0.91955,0.68429,1.41326,0.978,0.40625,0.51062,0.33414,1.30104,0.83113,2.07552,0.000976037,0.000976037,0.000976037
226,505.197,0.88579,0.64906,1.3804,0.95985,0.42188,0.49611,0.31003,1.46812,0.81278,2.25607,0.000970919,0.000970919,0.000970919
227,507.36,0.94195,0.69954,1.39788,1,0.40386,0.50987,0.30095,1.36651,0.80784,2.1917,0.000965796,0.000965796,0.000965796
228,509.447,0.96699,0.66806,1.45679,0.98088,0.39308,0.48513,0.29601,1.3636,0.79055,2.21116,0.000960668,0.000960668,0.000960668
229,511.545,0.917,0.68705,1.37654,0.98866,0.40625,0.4772,0.30929,1.36267,0.7594,2.25405,0.000955535,0.000955535,0.000955535
230,513.557,0.87751,0.6652,1.36361,0.96351,0.40625,0.56541,0.31445,1.4091,0.70459,2.30127,0.000950397,0.000950397,0.000950397
231,515.712,0.91946,0.62582,1.36798,0.42543,0.61921,0.69107,0.37009,1.45409,0.69448,2.28348,0.000945256,0.000945256,0.000945256
232,517.848,0.9021,0.71301,1.41526,0.55541,0.92188,0.70593,0.37966,1.40242,0.76858,2.21335,0.00094011,0.00094011,0.00094011
233,519.884,0.91405,0.65944,1.39265,0.57095,0.9375,0.71363,0.39556,1.3664,0.78237,2.19174,0.00093496,0.00093496,0.00093496
234,522.033,0.89364,0.62901,1.35924,0.99471,0.42188,0.63337,0.36971,1.33222,0.76162,2.14487,0.000929807,0.000929807,0.000929807
235,524.078,0.911,0.67288,1.39468,0.95047,0.46875,0.52956,0.34377,1.27147,0.70386,2.06968,0.00092465,0.00092465,0.00092465
236,526.242,0.8646,0.62288,1.33547,0.97408,0.46875,0.47591,0.31853,1.32095,0.72113,2.11245,0.00091949,0.00091949,0.00091949
237,528.453,0.93564,0.71933,1.38853,0.98358,0.46044,0.47783,0.30205,1.47126,0.76887,2.2866,0.000914327,0.000914327,0.000914327
238,530.597,0.9353,0.66683,1.39543,0.98368,0.45312,0.47875,0.26661,1.67738,0.82578,2.57973,0.000909161,0.000909161,0.000909161
239,532.712,0.91396,0.64978,1.36498,0.96504,0.4158,0.46735,0.26727,1.60456,0.876,2.46877,0.000903992,0.000903992,0.000903992
240,534.875,0.92177,0.66335,1.40074,0.95794,0.39062,0.50082,0.28653,1.42186,0.85274,2.24252,0.000898821,0.000898821,0.000898821
241,537.025,0.91672,0.70602,1.35578,0.96097,0.39062,0.69145,0.36405,1.4137,0.83187,2.21278,0.000893648,0.000893648,0.000893648
242,539.182,0.92175,0.65778,1.39319,0.99676,0.375,0.9304,0.48638,1.43742,0.83856,2.19475,0.000888472,0.000888472,0.000888472
243,541.286,0.96284,0.69806,1.40394,0.96029,0.39062,0.51117,0.31706,1.44756,0.93517,2.18094,0.000883295,0.000883295,0.000883295
244,543.381,0.92453,0.64319,1.38435,0.97906,0.39062,0.48664,0.30716,1.31302,0.95529,2.06993,0.000878116,0.000878116,0.000878116
245,545.489,0.90841,0.6729,1.37044,0.93697,0.43342,0.50126,0.32596,1.27638,0.89842,2.05336,0.000872936,0.000872936,0.000872936
246,547.524,0.88683,0.66905,1.35833,0.95309,0.4528,0.4508,0.30423,1.30108,0.7968,2.1221,0.000867754,0.000867754,0.000867754
247,549.662,0.91459,0.63206,1.36019,0.94168,0.4375,0.56321,0.33061,1.464,0.77622,2.26125,0.000862571,0.000862571,0.000862571
248,551.817,0.93262,0.67849,1.42271,0.95105,0.43205,0.60309,0.33207,1.5552,0.79395,2.37962,0.000857388,0.000857388,0.000857388
249,553.932,0.90322,0.62791,1.37984,0.81474,0.4375,0.93479,0.39033,1.49494,0.73182,2.33327,0.000852204,0.000852204,0.000852204
250,556.055,0.95003,0.6485,1.40541,0.57722,0.92794,0.7034,0.35571,1.36314,0.69912,2.21348,0.00084702,0.00084702,0.00084702
251,558.23,0.97774,0.74827,1.4265,0.53144,0.83659,0.70464,0.33254,1.31959,0.70203,2.18574,0.000841835,0.000841835,0.000841835
252,560.265,0.84847,0.59001,1.31555,0.58013,0.96875,0.71169,0.35929,1.24648,0.65572,2.11962,0.00083665,0.00083665,0.00083665
253,562.285,0.92325,0.64785,1.41263,0.56026,0.93106,0.70516,0.34366,1.25601,0.70443,2.14185,0.000831466,0.000831466,0.000831466
254,564.393,0.87889,0.59645,1.36144,0.85733,0.46875,0.70398,0.32964,1.30397,0.77107,2.17827,0.000826282,0.000826282,0.000826282
255,566.521,0.90502,0.63828,1.40836,0.98205,0.41964,0.69587,0.3265,1.34974,0.86761,2.23102,0.000821099,0.000821099,0.000821099
256,568.557,0.8735,0.62844,1.34693,0.98198,0.41798,0.58235,0.30461,1.38409,0.83685,2.2551,0.000815916,0.000815916,0.000815916
257,570.673,0.84857,0.63983,1.31262,0.95976,0.4375,0.46112,0.29969,1.3575,0.84371,2.23217,0.000810734,0.000810734,0.000810734
258,572.819,0.81781,0.56089,1.28888,0.98144,0.4375,0.51062,0.30801,1.33061,0.85247,2.22904,0.000805554,0.000805554,0.000805554
259,574.971,0.84274,0.62065,1.33448,0.96341,0.4375,0.53363,0.30405,1.36687,0.8366,2.33047,0.000800375,0.000800375,0.000800375
260,577.069,0.83137,0.57378,1.29234,0.99278,0.40625,0.5372,0.29913,1.39248,0.78273,2.39692,0.000795198,0.000795198,0.000795198
261,579.17,0.83259,0.6497,1.2921,0.98248,0.40625,0.4645,0.29779,1.37611,0.75704,2.36209,0.000790022,0.000790022,0.000790022
262,581.268,0.82166,0.60725,1.31828,1,0.40216,0.46751,0.29855,1.34423,0.71599,2.29639,0.000784849,0.000784849,0.000784849
263,583.414,0.86065,0.6573,1.35181,0.98263,0.43412,0.47007,0.30469,1.29823,0.70872,2.22856,0.000779678,0.000779678,0.000779678
264,585.533,0.83845,0.62864,1.34165,0.9487,0.4375,0.46755,0.30826,1.27359,0.71536,2.15683,0.000774509,0.000774509,0.000774509
265,587.692,0.82085,0.55433,1.30333,0.92794,0.46407,0.46447,0.31046,1.28988,0.73486,2.14561,0.000769343,0.000769343,0.000769343
266,589.866,0.77328,0.58657,1.25274,0.96222,0.4375,0.45701,0.31602,1.30288,0.72899,2.13291,0.00076418,0.00076418,0.00076418
267,591.977,0.85844,0.62466,1.32911,0.97561,0.4375,0.45083,0.29119,1.46867,0.75993,2.37902,0.00075902,0.00075902,0.00075902
268,594.084,0.94083,0.64003,1.44256,0.98134,0.4375,0.45235,0.27749,1.62383,0.82429,2.62818,0.000753863,0.000753863,0.000753863
269,596.206,0.86061,0.57283,1.32245,0.98199,0.4375,0.45203,0.2869,1.53619,0.82115,2.50331,0.00074871,0.00074871,0.00074871
270,598.366,0.84113,0.59233,1.33487,0.96175,0.46875,0.47095,0.30938,1.37122,0.74737,2.21699,0.00074356,0.00074356,0.00074356
271,600.457,0.83995,0.6093,1.31038,0.9686,0.46641,0.47233,0.31664,1.26224,0.68171,2.1006,0.000738414,0.000738414,0.000738414
272,602.569,0.84953,0.56721,1.31198,0.95973,0.45312,0.57188,0.31752,1.39519,0.71257,2.24995,0.000733273,0.000733273,0.000733273
273,604.702,0.80202,0.5605,1.26959,0.95389,0.46158,0.96694,0.49668,1.40509,0.72089,2.24778,0.000728135,0.000728135,0.000728135
274,606.817,0.81917,0.66328,1.33205,0.87466,0.46875,0.96585,0.50098,1.37122,0.71871,2.18814,0.000723002,0.000723002,0.000723002
275,608.834,0.8339,0.61926,1.32216,0.89283,0.46875,0.71843,0.39035,1.28507,0.7014,2.11597,0.000717874,0.000717874,0.000717874
276,610.955,0.8267,0.58769,1.29137,0.8842,0.46875,0.71904,0.36937,1.28116,0.71115,2.09537,0.000712751,0.000712751,0.000712751
277,613.092,0.78048,0.55805,1.28744,0.91636,0.46676,0.72374,0.36455,1.3273,0.69644,2.13117,0.000707633,0.000707633,0.000707633
278,615.223,0.84984,0.61291,1.34,0.6423,0.95312,0.97072,0.45253,1.36769,0.70837,2.2317,0.00070252,0.00070252,0.00070252
279,617.315,0.8702,0.62057,1.32163,0.70288,0.96883,0.9855,0.46063,1.38096,0.70604,2.26028,0.000697412,0.000697412,0.000697412
280,619.345,0.80898,0.57981,1.34229,0.71487,0.96875,0.98081,0.45235,1.43029,0.6947,2.2887,0.00069231,0.00069231,0.00069231
281,621.47,0.84906,0.62955,1.36921,0.981,0.4375,0.72454,0.37129,1.42641,0.69603,2.31898,0.000687214,0.000687214,0.000687214
282,623.588,0.81671,0.57926,1.34399,1,0.46637,0.58778,0.33888,1.3536,0.68809,2.24255,0.000682125,0.000682125,0.000682125
283,625.721,0.90447,0.67397,1.35186,0.98364,0.46218,0.60942,0.3762,1.26305,0.69486,2.10862,0.000677041,0.000677041,0.000677041
284,627.95,0.82873,0.61103,1.36564,0.46821,0.98438,0.57888,0.34471,1.29966,0.69389,2.16831,0.000671964,0.000671964,0.000671964
285,630.1,0.8677,0.66365,1.34091,0.58723,0.91784,0.63041,0.33876,1.48261,0.74986,2.42714,0.000666894,0.000666894,0.000666894
286,632.242,0.87381,0.65927,1.3753,0.56595,0.90625,0.58656,0.3156,1.51161,0.78013,2.47043,0.000661831,0.000661831,0.000661831
287,634.371,0.88255,0.63421,1.36206,0.5348,0.95312,0.57116,0.32873,1.35622,0.79114,2.24072,0.000656775,0.000656775,0.000656775
288,636.501,0.7949,0.57612,1.29288,0.43724,0.43551,0.57096,0.35362,1.27383,0.79429,2.08808,0.000651726,0.000651726,0.000651726
289,638.606,0.851,0.56373,1.34184,0.43252,0.4375,0.59531,0.38101,1.2526,0.79354,2.06978,0.000646684,0.000646684,0.000646684
290,640.726,0.8645,0.65308,1.37962,0.45105,0.43205,0.59842,0.37132,1.32463,0.80851,2.1697,0.000641651,0.000641651,0.000641651
291,642.859,0.85038,0.58939,1.32649,0.46378,0.45312,0.55911,0.34942,1.31673,0.78231,2.18072,0.000636625,0.000636625,0.000636625
292,645.008,0.79875,0.59124,1.31948,0.99901,0.4375,0.57494,0.35284,1.25809,0.71512,2.1237,0.000631607,0.000631607,0.000631607
293,647.111,0.8826,0.62996,1.35714,0.96362,0.46875,0.56133,0.35644,1.22046,0.69622,2.064,0.000626598,0.000626598,0.000626598
294,649.234,0.78089,0.54976,1.27188,1,0.43595,0.60768,0.37021,1.2116,0.69553,2.02906,0.000621597,0.000621597,0.000621597
295,651.353,0.8063,0.57513,1.30818,0.44821,0.58127,0.6395,0.40243,1.22788,0.70247,1.9978,0.000616605,0.000616605,0.000616605
